Platform,Brand,Kategori,Komisi (%),Jumlah Tier,Punya Sample,Berlaku Hingga,SKU Baru,Special Live Price
Shopee Affiliate,Glamazing,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,Gloowbi,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,Goute,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,GRENEY,Fashion,,1,Ya,,Tidak,Ya
Shopee Affiliate,Guele,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,Haibuna,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,Hairmony,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,Hairnerds,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,HaloFashion,Fashion,,1,Ya,,Tidak,Ya
Shopee Affiliate,Han River,Home & Living,,5,Ya,,Tidak,Ya
Shopee Affiliate,Hanasui,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,Haveltea,Food & FMCG,,1,Ya,,Tidak,Ya
Shopee Affiliate,Heefn,Home & Living,,1,Ya,,Tidak,Ya
Shopee Affiliate,Herborist,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,Himalaya,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,HINT New November,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,Hogasan,Home & Living,,1,Ya,,Tidak,Ya
Shopee Affiliate,HONOR,Tech,,1,Ya,,Tidak,Ya
Shopee Affiliate,IMBOOST,Mom & Baby,,1,Ya,,Tidak,Ya
Shopee Affiliate,INBEX,Tech,,1,Ya,,Tidak,Ya
Shopee Affiliate,Innisfree,Beauty & Health,,2,Ya,,Tidak,Ya
Shopee Affiliate,Instaperfect,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,IOK Indonesia,Fashion,,1,Ya,,Tidak,Ya
Shopee Affiliate,ISWHITE,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,ITEL,Tech,,2,Ya,,Tidak,Ya
Shopee Affiliate,ITEL Tangerang,Tech,,1,Ya,,Tidak,Ya
Shopee Affiliate,JINISO,Fashion,,1,Ya,,Tidak,Ya
Shopee Affiliate,Judydoll,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,Kafamilk,Food & FMCG,,1,Ya,,Tidak,Ya
Shopee Affiliate,Kahf,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,KEELAT,Tech,,1,Ya,,Tidak,Ya
Shopee Affiliate,KiiP,Tech,,3,Ya,,Tidak,Ya
Shopee Affiliate,Kime Skincare,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,Kintakun,Home & Living,,1,Ya,,Tidak,Ya
Shopee Affiliate,KKTOP,Fashion,,1,Ya,,Tidak,Ya
Shopee Affiliate,KLINBOS,Home & Living,,1,Ya,,Tidak,Ya
Shopee Affiliate,KOERx,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,KYMM SKIN,Beauty & Health,,2,Ya,,Tidak,Ya
Shopee Affiliate,L'Oreal Paris Indonesia,Beauty & Health,,2,Ya,,Tidak,Ya
Shopee Affiliate,L'Oréal Professionnel,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,La Roche Posay,Beauty & Health,,2,Ya,,Tidak,Ya
Shopee Affiliate,Labore,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,Lacoco,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,Lancome,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,Laneige,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,Lashboss,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,Laushine Beauty,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,Lavees Cosmedics,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,Lencir Indonesia,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,LIBY,Home & Living,,1,Ya,,Tidak,Ya
Shopee Affiliate,Lozy Hijab,Fashion,,1,Ya,,Tidak,Ya
Shopee Affiliate,Lunavee Indonesia,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,Make Over,Beauty & Health,,2,Ya,,Tidak,Ya
Shopee Affiliate,Mallia,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,Matrix ID,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,Milittle Things,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,Mine Perfumery,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,MINISO,Beauty & Health,,3,Ya,,Tidak,Ya
Shopee Affiliate,MINISO TOY,Home & Living,,1,Ya,,Tidak,Ya
Shopee Affiliate,Mirael,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,Miranda Hair Care,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,Mirror Space,Tech,,1,Ya,,Tidak,Ya
Shopee Affiliate,Mito Electronic,Home & Living,,1,Ya,,Tidak,Ya
Shopee Affiliate,MIXIO,Home & Living,,1,Ya,,Tidak,Ya
Shopee Affiliate,MLEN Diary,Beauty & Health,,2,Ya,,Tidak,Ya
Shopee Affiliate,mnccosmetic,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,Moell,Mom & Baby,,2,Ya,,Tidak,Ya
Shopee Affiliate,Mom Uung,Mom & Baby,,1,Ya,,Tidak,Ya
Shopee Affiliate,Momami,Mom & Baby,,1,Ya,,Tidak,Ya
Shopee Affiliate,Momelca Fashion,Fashion,,1,Ya,,Tidak,Ya
Shopee Affiliate,Mossèru,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,Mother of Pearl,Beauty & Health,,2,Ya,,Tidak,Ya
Shopee Affiliate,Motorola,Tech,,2,Ya,,Tidak,Ya
Shopee Affiliate,MS Glow For Men,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,My Baby,Mom & Baby,,1,Ya,,Tidak,Ya
Shopee Affiliate,Naavagreen,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,Naisday,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,Najwa Fashion,Fashion,,1,Ya,,Tidak,Ya
Shopee Affiliate,Natasha Skincare,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,NCO Parfum,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,Neozen,Home & Living,,1,Ya,,Tidak,Ya
Shopee Affiliate,Newlab,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,NIVEA,Beauty & Health,,2,Ya,,Tidak,Ya
Shopee Affiliate,Noroid,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,NPURE,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,Nubia,Tech,,2,Ya,,Tidak,Ya
Shopee Affiliate,Nuface,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,Nurilab,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,Nutrimart,Food & FMCG,,1,Ya,,Tidak,Ya
Shopee Affiliate,Octarine,Beauty & Health,,2,Ya,,Tidak,Ya
Shopee Affiliate,Olike,Tech,,1,Ya,,Tidak,Ya
Shopee Affiliate,OMG Beauty,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,ONIX,Beauty & Health,,2,Ya,,Tidak,Ya
Shopee Affiliate,OPPO New November,Tech,,1,Ya,,Tidak,Ya
Shopee Affiliate,Ownskin Id,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,Oxone,Home & Living,,1,Ya,,Tidak,Ya
Shopee Affiliate,PANOVA,Home & Living,,1,Ya,,Tidak,Ya
Shopee Affiliate,Perfect White,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,Pero,Home & Living,,1,Ya,,Tidak,Ya
Shopee Affiliate,Pero Indonesia,Home & Living,,2,Ya,,Tidak,Ya
Shopee Affiliate,Pigeon Teens 1,Beauty & Health,,2,Ya,,Tidak,Ya
Shopee Affiliate,Plan Your Skin,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,POL Perabot,Home & Living,,1,Ya,,Tidak,Ya
Shopee Affiliate,POLKI,Home & Living,,1,Ya,,Tidak,Ya
Shopee Affiliate,POSE Shoes,Fashion,,1,Ya,,Tidak,Ya
Shopee Affiliate,Pramy,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,Prepare,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,PRINCESS KESLI,Fashion,,1,Ya,,Tidak,Ya
Shopee Affiliate,Purbasari,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,Purito Indonesia,Beauty & Health,,2,Ya,,Tidak,Ya
Shopee Affiliate,Putri,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,Putri Jaya Kosmetik,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,Raecca Beauty Care,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,RAPAtech,Tech,,1,Ya,,Tidak,Ya
Shopee Affiliate,Real Heavy,Fashion,,1,Ya,,Tidak,Ya
Shopee Affiliate,Reveline Beauty,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,Rhei Collection,Fashion,,1,Ya,,Tidak,Ya
Shopee Affiliate,rifanyhijab,Fashion,,1,Ya,,Tidak,Ya
Shopee Affiliate,ROBOT,Tech,,1,Ya,,Tidak,Ya
Shopee Affiliate,ROBOT PC,Tech,,1,Ya,,Tidak,Ya
Shopee Affiliate,Rose All Day,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,SAFF & Co,Beauty & Health,,2,Ya,,Tidak,Ya
Shopee Affiliate,SAMONO,Home & Living,,3,Ya,,Tidak,Ya
Shopee Affiliate,Sandisk,Tech,,2,Ya,,Tidak,Ya
Shopee Affiliate,Sanvanina,Fashion,,1,Ya,,Tidak,Ya
Shopee Affiliate,SASC,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,Scora,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,Sculpt Fashion,Fashion,,1,Ya,,Tidak,Ya
Shopee Affiliate,Sculpt Skin,Fashion,,1,Ya,,Tidak,Ya
Shopee Affiliate,Seagloca,Fashion,,1,Ya,,Tidak,Ya
Shopee Affiliate,Sidomuncul,Food & FMCG,,1,Ya,,Tidak,Ya
Shopee Affiliate,Simplus,Tech,,1,Ya,,Tidak,Ya
Shopee Affiliate,Sinergia Beaute,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,Skin Game,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,Skinfood,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,SLAVINA,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,SOGO Mastap,Tech,,1,Ya,,Tidak,Ya
Shopee Affiliate,Some By Mi,Beauty & Health,,2,Ya,,Tidak,Ya
Shopee Affiliate,SOMETHINC,Beauty & Health,,3,Ya,,Tidak,Ya
Shopee Affiliate,Speeds,Sports,,1,Ya,,Tidak,Ya
Shopee Affiliate,Studio Tropik,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,Sulwhasoo,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,Summerscent,Home & Living,,1,Ya,,Tidak,Ya
Shopee Affiliate,Sunhouse,Home & Living,,1,Ya,,Tidak,Ya
Shopee Affiliate,SUPEREGO,Fashion,,1,Ya,,Tidak,Ya
Shopee Affiliate,Sweet Sally,Fashion,,1,Ya,,Tidak,Ya
Shopee Affiliate,TACO,Home & Living,,1,Ya,,Tidak,Ya
Shopee Affiliate,Tavi,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,TECNO,Tech,,2,Ya,,Tidak,Ya
Shopee Affiliate,Tentang Anak Shop,Mom & Baby,,1,Ya,,Tidak,Ya
Shopee Affiliate,Thipank,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,This Is Your,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,Toko Pojok Perabot,Home & Living,,1,Ya,,Tidak,Ya
Shopee Affiliate,Tokolobo,Fashion,,1,Ya,,Tidak,Ya
Shopee Affiliate,TOP TOY,Home & Living,,1,Ya,,Tidak,Ya
Shopee Affiliate,TOSHIBA,Tech,,1,Ya,,Tidak,Ya
Shopee Affiliate,True To Skin,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,UGREEN,Tech,,1,Ya,,Tidak,Ya
Shopee Affiliate,Ulike,Tech,,1,Ya,,Tidak,Ya
Shopee Affiliate,Unilever Beauty 1,Beauty & Health,,4,Ya,,Tidak,Ya
Shopee Affiliate,Unilever Homecare,Home & Living,,1,Ya,,Tidak,Ya
Shopee Affiliate,Unilever Personal Care,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,UNITARY,Beauty & Health,,2,Ya,,Tidak,Ya
Shopee Affiliate,URBANx,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,usmile,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,Vitmaker,Food & FMCG,,1,Ya,,Tidak,Ya
Shopee Affiliate,Vivan,Tech,,1,Ya,,Tidak,Ya
Shopee Affiliate,Votre,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,Watsons,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,White Story,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,Whitelab,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,Winland,Tech,,1,Ya,,Tidak,Ya
Shopee Affiliate,Wonderlux,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,Xiaomi,Tech,,5,Ya,,Tidak,Ya
Shopee Affiliate,XLYZ,Fashion,,1,Ya,,Tidak,Ya
Shopee Affiliate,Xora Hijab,Fashion,,1,Ya,,Tidak,Ya
Shopee Affiliate,YNM Beauty,Beauty & Health,,1,Ya,,Tidak,Ya
Shopee Affiliate,Youware,Home & Living,,1,Ya,,Tidak,Ya
Shopee Affiliate,AIUEO,Tech,,1,Ya,,Tidak,Tidak
Shopee Affiliate,ERHA Skinsitive,Beauty & Health,,1,Ya,,Tidak,Tidak
Shopee Affiliate,Kiehl's Indonesia,Beauty & Health,,1,Ya,,Tidak,Tidak
Shopee Affiliate,Opella ID,Beauty & Health,,1,Ya,,Tidak,Tidak
Shopee Affiliate,realme,Tech,,1,Ya,,Tidak,Tidak
Shopee Affiliate,Secret Clean,Beauty & Health,,1,Ya,,Tidak,Tidak
Shopee Affiliate,SKIN1004,Beauty & Health,,2,Ya,,Tidak,Tidak
Shopee Affiliate,Skinlutions,Beauty & Health,,1,Ya,,Tidak,Tidak
Shopee Affiliate,Sweety,Mom & Baby,,1,Ya,,Tidak,Tidak
Shopee Affiliate,UPHOME,Tech,,1,Ya,,Tidak,Tidak
Shopee Affiliate,Vitabumin,Mom & Baby,,1,Ya,,Tidak,Tidak
Shopee Affiliate,ZUMA Indonesia,Fashion,,1,Ya,,Tidak,Tidak
Shopee Affiliate,3CE,Beauty & Health,,2,Tidak,,Tidak,Ya
Shopee Affiliate,Cuculemon Tumblr,Home & Living,,1,Tidak,,Tidak,Ya
Shopee Affiliate,Garnier,Beauty & Health,,3,Tidak,,Tidak,Ya
Shopee Affiliate,Madame Gie,Beauty & Health,,2,Tidak,,Tidak,Ya
Shopee Affiliate,Maybelline,Beauty & Health,,1,Tidak,,Tidak,Ya
Shopee Affiliate,Mukenah.Aminah,Fashion,,1,Tidak,,Tidak,Ya
Shopee Affiliate,Nespresso,Tech,,1,Tidak,,Tidak,Ya
Shopee Affiliate,Oraimo,Tech,,1,Tidak,,Tidak,Ya
Shopee Affiliate,POCO,Tech,,2,Tidak,,Tidak,Ya
Shopee Affiliate,Scarlett Whitening,Beauty & Health,,4,Tidak,,Tidak,Ya
Shopee Affiliate,Scentplus,Beauty & Health,,1,Tidak,,Tidak,Ya
Shopee Affiliate,Shu Uemura,Beauty & Health,,1,Tidak,,Tidak,Ya
Shopee Affiliate,Advan,Tech,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,Aestika Hair,Beauty & Health,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,AHE Hair,Beauty & Health,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,Alt Perfumery,Beauty & Health,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,asheeqahijab03,Fashion,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,Avero,Beauty & Health,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,AY'S ON YOU,Beauty & Health,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,Bazaar Plastik,Beauty & Health,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,Bhira Store,Beauty & Health,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,BIKA AMBON RICA RICO,Food & FMCG,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,Bold Gent,Beauty & Health,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,BOSTANTEN Shoes,Fashion,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,Careso Baby,Mom & Baby,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,Cuan Kabel,Tech,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,Dermasential,Beauty & Health,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,DSavior,Beauty & Health,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,DSE Dermascalp Expert,Beauty & Health,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,Earth Love Life,Beauty & Health,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,ERHAIR,Beauty & Health,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,Gamen,Tech,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,Ginza,Beauty & Health,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,Glad2Glow,Beauty & Health,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,GOOJODOQ,Tech,,2,Tidak,,Tidak,Tidak
Shopee Affiliate,Hansaplast,Beauty & Health,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,HealthyWay,Mom & Baby,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,HG Men,Beauty & Health,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,Huawei,Tech,,4,Tidak,,Tidak,Tidak
Shopee Affiliate,Icebiu,Home & Living,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,Implora,Beauty & Health,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,Infinix,Tech,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,INTHEBOX Kasur,Home & Living,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,Jacquelle,Beauty & Health,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,Jiera New April 2025,Beauty & Health,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,JOOCYEE,Beauty & Health,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,Kay Beauty,Beauty & Health,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,Kerastase,Beauty & Health,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,Kojis,Beauty & Health,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,Lampuledstrip,Tech,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,Lanbena,Beauty & Health,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,Lightplus,Beauty & Health,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,Luxcrime,Beauty & Health,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,Mad For Makeup,Beauty & Health,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,Mahkota Hijab Store,Fashion,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,Makarizo,Beauty & Health,,2,Tidak,,Tidak,Tidak
Shopee Affiliate,man shabara,Fashion,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,Marina,Beauty & Health,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,Masami New April 2025,Beauty & Health,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,mexshamall,Fashion,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,Morris,Beauty & Health,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,msyu,Fashion,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,Mustika Ratu,Beauty & Health,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,Nabnib,Fashion,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,Naturahavens,Beauty & Health,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,Noera,Beauty & Health,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,Onlife,Tech,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,P&G,Beauty & Health,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,Papaso,Home & Living,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,piyambak.inc,Fashion,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,Porto Sendal,Fashion,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,Premiere Beatue,Beauty & Health,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,Purito,Beauty & Health,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,Raja Karpet,Home & Living,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,Ratu Sprei,Home & Living,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,Realfit,Tech,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,Realfood,Beauty & Health,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,Revlon,Beauty & Health,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,Rider,Fashion,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,Roona,Beauty & Health,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,Sari Lemon Lovita,Food & FMCG,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,Seruni Living,Home & Living,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,Skintific,Beauty & Health,,2,Tidak,,Tidak,Tidak
Shopee Affiliate,Softex,Beauty & Health,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,Soulyu Beauty,Beauty & Health,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,Spigen,Tech,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,Stein,Home & Living,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,Sumak Optima,Food & FMCG,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,Supergoat,Beauty & Health,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,Tempo Store,Beauty & Health,,2,Tidak,,Tidak,Tidak
Shopee Affiliate,Teratu Beauty,Beauty & Health,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,Torch,Fashion,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,Tusen New September,Home & Living,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,ULTIMA II,Beauty & Health,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,Unilever Indonesia,Beauty & Health,,2,Tidak,,Tidak,Tidak
Shopee Affiliate,Vidoran,Mom & Baby,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,Wardah,Beauty & Health,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,Wings,Beauty & Health,,1,Tidak,,Tidak,Tidak
Shopee Affiliate,Women Republic,Fashion,,1,Tidak,,Tidak,Tidak
